element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,gA(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
C,2,"=""387.6187""","=""0.0007""","=""300""","=""3.16e+09""",B+,"=""24.277795""","=""27.475501""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).4f""","=""4G""","=""11/2""",,"=""T2440""","=""L1176""",
C,2,"=""387.6408""","=""0.0007""","=""250""","=""2.30e+09""",B+,"=""24.274339""","=""27.471868""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4G""","=""9/2""",,"=""T2440""","=""L1176""",
C,2,"=""387.6664""","=""0.0007""","=""210""","=""1.55e+09""",B,"=""24.271876""","=""27.469200""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4G""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""387.8028""","=""0.0007""","=""40""","=""2.19e+08""",C+,"=""24.271876""","=""27.468054""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4G""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""387.9640""","=""0.0007""","=""39""","=""2.71e+08""",C+,"=""24.274339""","=""27.469200""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4G""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""388.0588""","=""0.0007""","=""39""","=""2.24e+08""",C+,"=""24.277795""","=""27.471868""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).4f""","=""4G""","=""9/2""",,"=""T10528""","=""L1176""",
O,2,"=""388.2192""","=""0.0010""","=""20""","=""4.08e+08""",B+,"=""25.6650368""","=""28.8577953""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""388.2446""","=""0.0010""","=""13""","=""3.58e+07""",C,"=""25.6382319""","=""28.8307832""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T6172""","=""L10621""",
O,2,"=""388.3130""","=""0.0010""","=""14""","=""6.42e+07""",B+,"=""25.6650368""","=""28.8570199""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""389.3516""","=""0.0010""","=""11""","=""1.13e+07""",C,"=""25.6382319""","=""28.8217045""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",,"=""T6172""","=""L10621""",
O,2,"=""389.6304""","=""0.0010""","=""10""","=""6.48e+05""",C,"=""25.6495863""","=""28.8307832""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T6172""","=""L10621""",
O,2,"=""390.7455""","=""0.0010""","=""15""","=""5.18e+07""",C,"=""25.6495863""","=""28.8217045""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",,"=""T6172""","=""L10621""",
O,2,"=""391.1957""","=""0.0010""","=""20""","=""4.36e+08""",B+,"=""25.661218""","=""28.829685""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""T6172n""","=""L10621""",
O,2,"=""391.2107""","=""0.0010""","=""16""","=""5.64e+07""",B,"=""25.661347""","=""28.829685""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""T6172n""","=""L10621""",
C,2,"=""391.8978""","=""0.0007""","=""330""","=""1.27e+08""",B,"=""16.3317419""","=""19.494538""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.4s""","=""2S""","=""1/2""",,"=""T5109LS""","=""L1176""",
O,2,"=""391.9285""","=""0.0010""","=""18""","=""2.44e+08""",B+,"=""25.661347""","=""28.823901""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""T6172n""","=""L10621""",
C,2,"=""392.0693""","=""0.0007""","=""580""","=""2.54e+08""",B,"=""16.3331238""","=""19.494538""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.4s""","=""2S""","=""1/2""",,"=""T5109LS""","=""L1176""",
O,2,"=""392.6584""","=""0.0010""","=""5""","=""3.03e+06""",C,"=""25.6650368""","=""28.8217045""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",,"=""T6172""","=""L10621""",
Ca,2,"=""393.366""","=""0.010""","=""230""","=""5.88e+08""",C,"=""0.000000""","=""3.150984""","=""3p6.4s""","=""2S""","=""1/2""","=""3p6.4p""","=""2P*""","=""3/2""",,"=""T8043""","=""L7323""",
C,2,"=""394.5003""","=""0.0007""","=""24""","=""7.6e+07""",C,"=""24.270232""","=""27.412155""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
O,2,"=""394.50375""","=""0.00010""","=""19""","=""8.04e+07""",B,"=""23.4191946""","=""26.5610940""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",,"=""T6172,T6632""","=""L6915""",
C,2,"=""394.5197""","=""0.0020""","=""19""","=""2.7e+07""",C,"=""24.271876""","=""27.413617""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""394.6429""","=""0.0022""","=""7u""","=""4.5e+07""",C,"=""24.271876""","=""27.412647""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""394.7079""","=""0.0007""","=""11""","=""1.9e+07""",C,"=""24.271876""","=""27.412155""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
O,1,"=""394.729""","=""0.010""","=""185""","=""3.44e+06""",B,"=""9.1460911""","=""12.2861939""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""","=""2s2.2p3.(4S*).4p""","=""5P""","=""3""",,"=""T5803,LS""","=""L3760""",
O,1,"=""394.748""","=""0.010""","=""160""","=""2.44e+06""",B,"=""9.1460911""","=""12.2860456""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""","=""2s2.2p3.(4S*).4p""","=""5P""","=""2""",,"=""T5803,LS""","=""L3760""",
O,1,"=""394.759""","=""0.010""","=""140""","=""1.46e+06""",B,"=""9.1460911""","=""12.2859622""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""","=""2s2.2p3.(4S*).4p""","=""5P""","=""1""",,"=""T5803,LS""","=""L3760""",
C,2,"=""394.772""","=""0.009""","=""32l*""","=""6.9e+07""",C,"=""24.274339""","=""27.414114""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""394.8333""","=""0.0007""","=""34""","=""2.9e+07""",C,"=""24.274339""","=""27.413617""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
Ca,1,"=""394.890""","=""0.010""","=""15""","=""1.00e+07""",C,"=""1.8793402""","=""5.0181663""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.6s""","=""3S""","=""1""",,"=""T539n,T654n""","=""L6097""",
C,2,"=""394.9530""","=""0.0022""","=""19u""","=""9.68e+07""",C,"=""24.274339""","=""27.412647""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""395.2058""","=""0.0007""","=""63""","=""2.11e+08""",C+,"=""24.277795""","=""27.414114""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).4f""","=""4F""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""395.3950""","=""0.0020""","=""7""","=""1.4e+07""",C,"=""24.277795""","=""27.412647""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
O,2,"=""395.43619""","=""0.00010""","=""20""","=""1.71e+08""",B,"=""23.4191946""","=""26.5536859""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",,"=""T6172""","=""L6915""",
O,1,"=""395.461""","=""0.010""","=""100""","=""1.16e+06""",C+,"=""10.9888616""","=""14.1231587""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""2""",,"=""T5713LS""","=""L3760""",
Ca,1,"=""395.705""","=""0.010""","=""17""","=""2.9e+07""",C,"=""1.8858075""","=""5.0181663""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.6s""","=""3S""","=""1""",,"=""T539n,T654n""","=""L6097""",
Ca,2,"=""396.847""","=""0.010""","=""220""","=""2.8e+08""",C,"=""0.000000""","=""3.123349""","=""3p6.4s""","=""2S""","=""1/2""","=""3p6.4p""","=""2P*""","=""1/2""",,"=""T8043""","=""L7323""",
C,2,"=""396.9520""","=""0.0007""","=""14""","=""3.8e+07""",C,"=""24.370080""","=""27.492608""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.039""","=""0.004""","=""19qs*""","=""3.8e+07""",C,"=""24.370757""","=""27.492608""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.1574""","=""0.0007""","=""11""","=""2.7e+07""",C,"=""24.370080""","=""27.490983""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.244""","=""0.004""","=""32h*""","=""1.6e+07""",C,"=""24.370757""","=""27.490999""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""2D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.244""","=""0.004""","=""32h*""","=""6.0e+07""",C,"=""24.370757""","=""27.490983""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
O,2,"=""397.32562""","=""0.00010""","=""24""","=""4.08e+08""",B,"=""23.4415082""","=""26.5610940""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",,"=""T6172,T6632""","=""L6915""",
Ca,1,"=""397.371""","=""0.010""","=""18""","=""5.25e+07""",C,"=""1.8989349""","=""5.0181663""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.6s""","=""3S""","=""1""",,"=""T539n,T654n""","=""L6097""",
C,2,"=""397.376""","=""0.004""","=""39h*""","=""4.1e+07""",C,"=""24.371800""","=""27.490999""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.376""","=""0.004""","=""39h*""","=""5.2e+07""",C,"=""24.371800""","=""27.490983""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.5341""","=""0.0017""","=""11h""","=""1.4e+07""",C,"=""24.373054""","=""27.490999""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""2D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.5953""","=""0.0017""","=""9h""","=""2.5e+07""",C,"=""24.370757""","=""27.488250""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.7269""","=""0.0017""","=""35h""","=""1.1e+08""",C,"=""24.371800""","=""27.488250""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.876""","=""0.004""","=""19h*""","=""2.9e+07""",C,"=""24.371800""","=""27.487106""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.876""","=""0.004""","=""19h*""","=""3.4e+07""",C,"=""24.373054""","=""27.488250""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""398.0323""","=""0.0007""","=""69""","=""2.89e+08""",C+,"=""24.373054""","=""27.487106""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
O,2,"=""398.27140""","=""0.00010""","=""18""","=""8.32e+07""",B,"=""23.4415082""","=""26.5536859""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",,"=""T6172,T6632""","=""L6915""",
O,2,"=""398.5418""","=""0.0010""","=""7""","=""2.67e+06""",C,"=""25.8316247""","=""28.941697""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",,"=""T6172""","=""L10621""",
O,2,"=""399.2757""","=""0.0010""","=""5""","=""5.08e+05""",C,"=""25.8373471""","=""28.941697""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",,"=""T6172""","=""L10621""",
C,2,"=""399.9890""","=""0.0007""","=""11""","=""1.5e+07""",C,"=""24.373054""","=""27.471868""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4G""","=""9/2""",,"=""T10528""","=""L1176,L22145""",
C,2,"=""400.1717""","=""0.0007""","=""9""","=""1.0e+07""",C,"=""24.371800""","=""27.469200""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4G""","=""7/2""",,"=""T10528""","=""L1176,L22145""",
C,2,"=""400.9884""","=""0.0007""","=""42""","=""5.81e+07""",B,"=""22.898766""","=""25.989855""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""401.7278""","=""0.0007""","=""25""","=""3.84e+07""",B,"=""22.898766""","=""25.984173""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""402.1167""","=""0.0007""","=""15""","=""1.91e+07""",B,"=""22.898766""","=""25.981185""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""405.829""","=""0.005""","=""32*""","=""1.3e+07""",C,"=""20.950632""","=""24.004847""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.12g""","=""2G""","=""7/2""",,"=""T10528""","=""L21568,L22145""",
C,2,"=""405.829""","=""0.005""","=""32*""","=""1.7e+07""",C,"=""20.950654""","=""24.004847""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.12g""","=""2G""","=""9/2""",,"=""T10528""","=""L21568,L22145""",
O,2,"=""406.9623""","=""0.0010""","=""20""","=""5.68e+08""",B+,"=""25.6313478""","=""28.6770648""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""406.9886""","=""0.0010""","=""21""","=""8.88e+08""",B+,"=""25.6382319""","=""28.6837551""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""407.2157""","=""0.0010""","=""23""","=""1.43e+09""",B+,"=""25.6495863""","=""28.6934114""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""",,"=""T6172,T6632""","=""L10621""",
C,2,"=""407.452""","=""0.005""","=""170*""","=""6.04e+08""",C+,"=""24.370080""","=""27.412155""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.4845""","=""0.0007""","=""110""","=""3.76e+08""",C+,"=""24.371800""","=""27.413617""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.5395""","=""0.0007""","=""20""","=""2.36e+08""",C+,"=""24.370757""","=""27.412155""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.585""","=""0.009""","=""380l*""","=""2.10e+09""",B,"=""24.373054""","=""27.414114""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""9/2""",,"=""T10528""","=""L1176""",
O,2,"=""407.5862""","=""0.0010""","=""24""","=""1.98e+09""",B+,"=""25.6650368""","=""28.7060920""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""9/2""",,"=""T6172,T6632""","=""L10621""",
C,2,"=""407.6142""","=""0.0022""","=""26u""","=""1.08e+09""",B,"=""24.371800""","=""27.412647""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.6526""","=""0.0007""","=""20""","=""6.7e+07""",C,"=""24.373054""","=""27.413617""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.6830""","=""0.0020""","=""7""","=""1.6e+07""",C,"=""24.371800""","=""27.412155""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.7778""","=""0.0022""","=""20u""","=""1.62e+08""",C+,"=""24.373054""","=""27.412647""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
O,2,"=""407.8842""","=""0.0010""","=""17""","=""2.08e+08""",B+,"=""25.6382319""","=""28.6770648""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""408.4652""","=""0.0010""","=""13""","=""5.82e+07""",C,"=""25.8487467""","=""28.8832609""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""2F""","=""7/2""",,"=""T6172""","=""L10621""",
O,2,"=""408.51125""","=""0.00010""","=""19""","=""2.59e+08""",B+,"=""25.6495863""","=""28.6837551""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""",,"=""T6172,T6632""","=""L6915""",
O,2,"=""409.29289""","=""0.00010""","=""17""","=""1.96e+08""",B+,"=""25.6650368""","=""28.6934114""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""",,"=""T6172,T6632""","=""L6915""",
O,2,"=""409.4140""","=""0.0010""","=""11""","=""1.54e+07""",C+,"=""25.6495863""","=""28.6770648""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""409.6525""","=""0.0010""","=""15""","=""1.04e+08""",C,"=""25.8373471""","=""28.8630624""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""",,"=""T6172""","=""L6915""",
O,2,"=""409.7258""","=""0.0010""","=""17*""","=""1.52e+08""",C+,"=""25.8316247""","=""28.8568239""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""",,"=""T6632n""","=""L6915""",
O,2,"=""410.3001""","=""0.0010""","=""14""","=""1.06e+08""",C+,"=""25.8316247""","=""28.8525664""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""",,"=""T6632n""","=""L6915""",
O,2,"=""410.47231""","=""0.00010""","=""16""","=""1.97e+08""",C+,"=""25.8373471""","=""28.8570199""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""",,"=""T6632n""","=""L6915""",
O,2,"=""410.4993""","=""0.0010""","=""18""","=""3.82e+08""",C+,"=""25.8373471""","=""28.8568239""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""",,"=""T6632n""","=""L6915""",
O,2,"=""410.6019""","=""0.0010""","=""9""","=""9.06e+06""",B+,"=""25.6650368""","=""28.6837551""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""",,"=""T6172,T6632""","=""L10621""",
O,2,"=""411.07858""","=""0.00010""","=""15""","=""1.61e+08""",C+,"=""25.8373471""","=""28.8525664""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""",,"=""T6632n""","=""L6915""",
O,2,"=""411.2022""","=""0.0010""","=""15""","=""1.09e+08""",C,"=""25.8487467""","=""28.8630624""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""",,"=""T6172""","=""L10621""",
O,2,"=""411.9215""","=""0.0010""","=""22""","=""1.11e+09""",C+,"=""25.8487467""","=""28.8577953""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""",,"=""T6632n""","=""L6915""",
O,2,"=""412.0280""","=""0.0010""","=""17""","=""1.35e+08""",C+,"=""25.8487467""","=""28.8570199""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""",,"=""T6632n""","=""L6915""",
O,2,"=""412.0544""","=""0.0010""","=""14""","=""1.18e+08""",C,"=""25.8487467""","=""28.8568239""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""",,"=""T6172n""","=""L6915""",
O,2,"=""412.14619""","=""0.00010""","=""14""","=""1.12e+08""",C,"=""25.8316247""","=""28.8390335""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""",,"=""T6172n""","=""L6915""",
O,2,"=""412.9321""","=""0.0010""","=""11""","=""3.30e+07""",B,"=""25.8373471""","=""28.8390335""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""",,"=""T6632n""","=""L10621""",
O,2,"=""413.28004""","=""0.00010""","=""17""","=""3.36e+08""",B,"=""25.8316247""","=""28.8307832""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T6632n""","=""L6915""",
O,2,"=""414.0703""","=""0.0010""","=""8""","=""1.50e+07""",B,"=""25.8373471""","=""28.8307832""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T6632n""","=""L10621""",
O,2,"=""415.32980""","=""0.00010""","=""18""","=""4.37e+08""",B,"=""25.8373471""","=""28.8217045""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",,"=""T6632n""","=""L6915""",
C,2,"=""415.633""","=""0.005""","=""120bl(O II,N II)*""","=""1.9e+07""",C,"=""20.950632""","=""23.932878""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.11g""","=""2G""","=""7/2""",,"=""T10528""","=""L21568,L22145""",
C,2,"=""415.633""","=""0.005""","=""120bl(O II,N II)*""","=""2.4e+07""",C,"=""20.950654""","=""23.932879""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.11g""","=""2G""","=""9/2""",,"=""T10528""","=""L21568,L22145""",
O,2,"=""415.6530""","=""0.0010""","=""13""","=""7.76e+07""",B,"=""25.8487467""","=""28.8307832""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T6632n""","=""L10621""",
O,2,"=""416.9225""","=""0.0010""","=""15""","=""1.49e+08""",B,"=""25.8487467""","=""28.8217045""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",,"=""T6632n""","=""L10621,L3448""",
Ca,1,"=""422.673""","=""0.010""","=""50""","=""6.54e+08""",B+,"=""0.0000000""","=""2.9325120""","=""3p6.4s2""","=""1S""","=""0""","=""3p6.4s.4p""","=""1P*""","=""1""",,"=""T876,T1110,T859""","=""L6097""",
O,1,"=""423.327""","=""0.010""","=""80""","=""2.02e+06""",C+,"=""12.3588750""","=""15.2868521""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""2""",,"=""T5713LS""","=""L3760""",
C,2,"=""426.7003""","=""0.0007""","=""1900""","=""1.31e+09""",B+,"=""18.045807""","=""20.950632""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.4f""","=""2F*""","=""5/2""",,"=""T2440""","=""L1176""",
C,2,"=""426.7258""","=""0.0007""","=""2600*""","=""1.87e+09""",B+,"=""18.045987""","=""20.950654""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.4f""","=""2F*""","=""7/2""",,"=""T2440""","=""L1176""",
